$WEATHER,DATA,:,Point,"Coupee,",LA,,
2003329,14.6,13.9,10.6,7.6,,,
2003330,7,20.6,10,0,,,
2003331,1.2,22.8,12.2,31.1,,,
2003332,15.7,23.9,1.7,0,,,
2003333,15.6,13.9,-1.1,0,,,
2003334,14.3,18.3,0,0,,,
2003335,13.7,21.1,3.9,2.8,,,
2003336,14.4,20,5.6,2.1,,,
2003337,12.4,23.9,7.8,0,,,
2003338,6.2,18.9,5.6,0,,,
2003339,13.6,12.2,2.8,13.4,,,
2003340,6.6,6.7,-1.7,0,,,
2003341,12.9,17.8,-2.8,0,,,
2003342,12.1,20.6,3.3,0,,,
2003343,9.2,11.7,3.9,0.9,,,
2003344,13.5,13.3,0,8.9,,,
2003345,12.4,13.3,0,0,,,
2003346,7.6,13.3,-0.6,0,,,
2003347,3.1,11.1,6.7,11.4,,,
2003348,13.4,12.8,1.7,0,,,
2003349,13.7,18.9,1.1,0,,,
2003350,8.8,16.7,2.8,0,,,
2003351,14.8,16.7,-0.6,0,,,
2003352,14.3,18.3,0,0,,,
2003353,14.6,15.6,0,0,,,
2003354,14.5,15,-3.3,0,,,
2003355,13.8,18.9,-2.2,0,,,
2003356,11.5,22.2,10,0,,,
2003357,5,16.1,7.2,1.3,,,
2003358,14.3,12.8,7.2,0,,,
2003359,12,12.2,6.7,15.9,,,
2003360,13.6,20,4.4,0,,,
2003361,13.4,21.7,7.8,0,,,
2003362,8.9,24.4,10.6,0,,,
2003363,2.8,18.9,4.4,12.1,,,
2003364,14.8,18.9,0,11.4,,,
2003365,13,20.6,0.6,0,,,
2004001,10.5,23.9,12.2,23.3,,,
2004002,5.7,23.9,16.7,1.3,,,
2004003,9.6,25.6,16.1,0,,,
2004004,9.2,21.1,17.2,1.3,,,
2004005,3.5,19.4,6.1,22.3,,,
2004006,12.5,7.8,-0.6,0,,,
2004007,12.4,10.6,-3.3,0,,,
2004008,2.4,10.6,3.3,11.4,,,
2004009,7.3,10.6,3.3,0,,,
2004010,14.8,10,0.6,0,,,
2004011,15.2,13.3,-1.1,0,,,
2004012,11.6,18.3,0.6,53.4,,,
2004013,12,20,6.7,0,,,
2004014,10.3,22.2,6.7,0,,,
2004015,8.2,18.9,9.4,0,,,
2004016,9.9,19.4,6.7,0,,,
2004017,4.4,18.9,10,16.3,,,
2004018,13.1,18.9,11.1,0,,,
2004019,15.6,7.8,-1.1,0,,,
2004020,14.7,10,-3.3,0,,,
2004021,15.4,13.9,0,2.3,,,
2004022,15.3,16.1,-1.7,0,,,
2004023,14.7,20,4.4,2.8,,,
2004024,4.7,18.9,7.8,22.9,,,
2004025,12.1,23.3,10,10.2,,,
2004026,10.1,22.8,6.7,0,,,
2004027,17.6,12.8,-4.4,0,,,
2004028,17.3,12.8,-4.4,0,,,
2004029,6.2,11.7,-2.8,1.3,,,
2004030,3.8,14.4,2.8,1.3,,,
2004031,11.1,14.4,2.8,0,,,
2004032,7.4,15.6,8.9,0,,,
2004033,9.7,25.3,-1.1,0,,,
2004034,16.1,13.9,1.7,0,,,
2004035,6.5,15,3.9,0.7,,,
2004036,2.1,22.2,10,54.4,,,
2004037,9.4,11.7,3.3,5.5,,,
2004038,14.8,10,1.1,0,,,
2004039,11.2,8.3,0,0,,,
2004040,11.9,20,2.2,0,,,
2004041,2.5,13.3,10.6,17.1,,,
2004042,2.7,13.3,10,25.4,,,
2004043,4.3,11.1,6.1,50.8,,,
2004044,4.1,7.2,5,0.7,,,
2004045,2.4,25,-6.7,29.1,,,
2004046,11.7,11.1,3.3,0,,,
2004047,17.9,13.9,0.6,0,,,
2004048,13.5,13.3,0.6,0,,,
2004049,19.3,16.7,0.6,9,,,
2004050,19.3,20,2.8,6.2,,,
2004051,12.4,22.8,10.6,18.1,,,
2004052,19.9,20,8.3,0,,,
2004053,18.3,23.3,7.8,0,,,
2004054,3.6,14.4,10,26.1,,,
2004055,4.8,13.3,11.7,3.8,,,
2004056,5.5,13.3,5.6,4.3,,,
2004057,4.7,7.8,5.6,0.1,,,
2004058,20.9,16.7,3.9,0,,,
2004059,15.5,17.2,3.9,0,,,
2004060,10.8,22.2,10,0,,,
2004061,11.2,25,15,0,,,
2004062,10.9,26.7,18.9,3.8,,,
2004063,11.9,25.6,17.8,0,,,
2004064,11,25,17.8,5.1,,,
2004065,4.7,24.4,13.9,6.3,,,
2004066,21.8,26.1,12.2,0,,,
2004067,19,26.7,8.9,0,,,
2004068,22.4,26.7,8.3,0,,,
2004069,22.7,23.3,6.7,0,,,
2004070,23.9,20,5.6,0,,,
2004071,21.8,21.7,-1.7,0,,,
2004072,17.6,23.9,6.7,0,,,
2004073,14,22.2,11.1,0,,,
2004074,5.9,22.2,11.1,7.3,,,
2004075,7.2,20,15,6.6,,,
2004076,21.4,23.3,10,0,,,
2004077,23.8,26.1,3.3,0,,,
2004078,19,28.9,12.8,0.1,,,
2004079,18.5,22.2,10.6,0,,,
2004080,23.3,17.2,8.9,0,,,
2004081,22,22.2,1.7,0,,,
2004082,22,17.2,7.8,0,,,
2004083,23.3,22.2,11.7,0,,,
2004084,14.8,23.3,17.8,0,,,
2004085,12.7,25,20,0,,,
2004086,15.8,26.7,14.4,0,,,
2004087,17.4,27.2,14.4,0,,,
2004088,16.2,28.3,17.2,0,,,
2004089,9.5,23.9,11.1,6.3,,,
2004090,25.6,23.9,11.1,2.6,,,
2004091,26.6,21.7,6.1,0,,,
2004092,24,21.7,5.6,0,,,
2004093,24.1,23.9,12.2,0,,,
2004094,24.6,26.1,11.7,0,,,
2004095,25.5,26.1,9.4,0,,,
2004096,18.3,22.8,9.4,0,,,
2004097,21.2,27.2,10,1.3,,,
2004098,19.2,26.7,15.6,1.8,,,
2004099,22.6,25,16.1,0,,,
2004100,24.1,28.9,13.3,0,,,
2004101,25.1,31.1,13.3,0,,,
2004102,11.4,25,12.2,1.3,,,
2004103,4.9,15.6,8.3,2.2,,,
2004104,21.2,17.8,6.7,0.3,,,
2004105,27.4,21.1,6.7,0,,,
2004106,28.1,25.6,6.1,0,,,
2004107,26.4,26.7,7.2,0,,,
2004108,27.3,27.8,10,0,,,
2004109,25.3,28.3,13.9,0,,,
2004110,22.7,28.3,15.6,0,,,
2004111,13.8,25.6,15.6,0,,,
2004112,19.5,27.8,17.2,0,,,
2004113,24.7,28.9,15.6,0,,,
2004114,18.8,30.6,18.9,0,,,
2004115,16.6,30,16.1,1.3,,,
2004116,8,26.7,13.3,1.3,,,
2004117,18.6,26.1,15,38.9,,,
2004118,29.1,25.6,11.1,0,,,
2004119,24.7,26.1,11.7,0,,,
2004120,17.8,28.3,15.6,0.1,,,
2004121,3.2,21.1,15.6,59.1,,,
2004122,9,22.2,15,65.5,,,
2004123,16.6,19.4,8.9,0,,,
2004124,29.3,22.8,8.3,0,,,
2004125,28.9,25,6.1,0,,,
2004126,29,28.9,13.9,0,,,
2004127,29.1,30,12.8,0,,,
2004128,25.5,29.4,15.6,0,,,
2004129,24.4,31.1,15,0,,,
2004130,23,31.1,17.8,0,,,
2004131,23.2,30.6,20,7,,,
2004132,17.4,28.9,17.8,25.4,,,
2004133,7.2,30,10.6,53,,,
2004134,18.4,30,10.6,84.5,,,
2004135,14,26.7,18.3,15.5,,,
2004136,14.3,28.9,19.4,1.3,,,
2004137,12.9,29.4,19.4,2.5,,,
2004138,11.8,32.5,23.7,25,,,
2004139,13.8,21.7,18.3,2.5,,,
2004140,24.8,31.1,19.4,0,,,
2004141,26.4,32.2,19.4,0,,,
2004142,25.7,31.7,20.6,0,,,
2004143,25.9,31.1,20.6,0,,,
2004144,27.1,32.2,21.1,0,,,
2004145,26.6,32.8,20.6,0,,,
2004146,27.1,32.2,21.7,0,,,
2004147,24.1,31.7,16.7,0,,,
2004148,25.1,32.2,21.1,0,,,
2004149,23.4,32.2,16.7,0,,,
2004150,23.8,33.3,20,0,,,
2004151,18.3,32.2,25,0,,,
2004152,14.2,30,19.4,1.3,,,
2004153,15.2,27.2,13.3,6.3,,,
2004154,22.5,32.8,13.3,19.1,,,
2004155,17.8,28.9,13.9,20.4,,,
2004156,24.3,30,20.6,0,,,
2004157,19.5,32.2,20.6,3.8,,,
2004158,19.1,31.1,18.3,52.1,,,
2004159,20.9,31.1,12.8,0,,,
2004160,20.8,32.2,21.7,6,,,
2004161,25.5,32.8,22.8,0,,,
2004162,24.5,32.8,22.8,0.4,,,
2004163,27,34.4,23.3,0,,,
2004164,24.7,32.8,25,0,,,
2004165,23.4,33.9,22.8,0,,,
2004166,11.2,33.9,21.1,22.2,,,
2004167,23.2,32.8,18.9,8.9,,,
2004168,19.1,32.8,13.3,12.7,,,
2004169,24.1,33.9,23.3,22.9,,,
2004170,27,33.9,23.3,0,,,
2004171,19.5,33.3,22.2,20.3,,,
2004172,24.1,31.7,21.1,0,,,
2004173,15.2,32.2,21.7,0.7,,,
2004174,18.6,30.6,20.6,46.5,,,
2004175,13.5,28.3,21.7,33.4,,,
2004176,5.9,28.3,21.7,52,,,
2004177,4.5,22.8,20.6,40.6,,,
2004178,10.3,25.6,20.6,46.3,,,
2004179,19.6,31.7,21.7,5.3,,,
2004180,16.8,32.8,21.1,3,,,
2004181,20.7,31.1,21.1,16.4,,,
2004182,16.6,31.7,22.8,0.4,,,
2004183,14.7,31.7,22.8,21.1,,,
2004184,18.4,32.2,23.3,0,,,
2004185,23.9,33.3,22.8,0,,,
2004186,26.6,32.8,22.8,0,,,
2004187,18.5,33.3,23.9,0.7,,,
2004188,16.5,32.2,22.8,1,,,
2004189,16,32.2,22.8,1.4,,,
2004190,12.4,31.7,22.8,13.3,,,
2004191,15.8,29.4,21.7,2.1,,,
2004192,17.7,31.7,21.7,0,,,
2004193,22.2,32.8,22.2,0,,,
2004194,26.2,33.3,22.2,0,,,
2004195,26.7,32.8,21.1,0,,,
2004196,22.9,34.4,23.9,0,,,
2004197,26.5,35.6,25,0,,,
2004198,22.3,35.6,23.9,0,,,
2004199,13.1,30,22.2,7.6,,,
2004200,21.3,31.1,21.1,1.3,,,
2004201,23.7,29.4,22.8,0,,,
2004202,23.2,32.2,23.9,0,,,
2004203,20.1,32.8,23.9,0,,,
2004204,25.9,34.4,23.9,0,,,
2004205,25.1,33.9,23.3,0,,,
2004206,25.7,35,23.3,0,,,
2004207,20,34.4,22.8,11.2,,,
2004208,18.7,28.3,21.7,0,,,
2004209,21.6,27.8,17.8,0,,,
2004210,24.9,32.2,21.7,0,,,
2004211,23.4,33.3,25.6,0,,,
2004212,20.7,31.7,22.2,0,,,
2004213,21.9,33.9,22.8,0.1,,,
2004214,24,33.3,11.7,0,,,
2004215,25.4,35,23.9,0,,,
2004216,26.4,32.2,23.9,0,,,
2004217,25.3,35,23.9,0,,,
2004218,21.8,30.6,23.9,0,,,
2004219,22.3,30.6,20,0,,,
2004220,25,31.7,20,0,,,
2004221,23.2,33.3,20,0,,,
2004222,21.5,34,20.8,0,,,
2004223,24.9,31.8,22,0,,,
2004224,21.6,31.7,21.1,10.8,,,
2004225,14.8,25.6,16.7,3.2,,,
2004226,28.2,27.2,15.6,0,,,
2004227,28,27.8,15,0,,,
2004228,26.3,28.9,15.6,0,,,
2004229,26.9,31.1,15.6,7.6,,,
2004230,26.7,31.1,18.9,0,,,
2004231,25.6,33.3,14.4,0,,,
2004232,22.9,33.3,16.7,0,,,
2004233,11.5,33.3,17.2,10.7,,,
2004234,20.5,31.1,21.1,0.3,,,
2004235,20.4,33.9,23.9,0,,,
2004236,17.6,32.8,23.9,0,,,
2004237,19.3,37.8,27.4,1.6,,,
2004238,19.4,33.3,24.4,0.5,,,
2004239,20.9,35,23.9,0,,,
2004240,18.5,35,21.7,1.6,,,
2004241,20.7,32.8,21.7,1.5,,,
2004242,17.7,32.2,21.7,0,,,
2004243,20.8,32.8,20.6,0,,,
2004244,23,32.2,20,0,,,
2004245,21.2,33.3,22.2,0,,,
2004246,17.4,32.8,16.1,0,,,
2004247,12.6,32.8,21.7,2.5,,,
2004248,18.3,31.1,22.2,0,,,
2004249,21.9,33.3,22.2,0,,,
2004250,23,33.3,21.1,0,,,
2004251,21.6,31.1,23.3,0,,,
2004252,24.5,31.7,23.3,0,,,
2004253,21.7,32.8,18.9,0,,,
2004254,21.4,33.3,16.7,0,,,
2004255,22.5,33.9,20.6,0,,,
2004256,15.3,31.7,21.7,9.7,,,
2004257,20,31.7,22.2,0,,,
2004258,17.5,31.1,22.2,0,,,
2004259,17.6,31.1,22.2,0,,,
2004260,20.5,33.3,22.8,0,,,
2004261,22.7,35,23.9,0,,,
2004262,23.7,35.6,21.1,0,,,
2004263,23.8,35.6,19.4,0,,,
2004264,21.2,32.2,17.8,0,,,
2004265,17.2,30,17.8,0,,,
2004266,17.3,31.1,21.1,0,,,
2004267,8.9,27.8,18.3,0.1,,,
2004268,12.4,30.6,21.1,0,,,
2004269,14,30,20,0,,,
2004270,18.8,31.7,21.7,0,,,
2004271,22.3,31.7,20.6,0,,,
2004272,19.3,31.7,17.8,0,,,
2004273,21.6,30.6,17.8,0,,,
2004274,19.4,31.7,18.9,0,,,
2004275,17.9,30,17.8,0,,,
2004276,14.7,32.2,21.1,0,,,
2004277,18.4,33.9,21.1,0,,,
2004278,16.3,32.8,21.1,0.3,,,
2004279,13,27.8,21.1,0.3,,,
2004280,14.5,31.1,22.8,0,,,
2004281,3.5,31.1,21.7,2.5,,,
2004282,2.7,23.3,21.1,67.7,,,
2004283,6,25.6,21.1,34.3,,,
2004284,5.2,23.9,20.6,56.8,,,
2004285,14.8,26.7,18.3,9.3,,,
2004286,16.6,25.6,12.2,0,,,
2004287,19.3,27.2,10.6,0,,,
2004288,8.3,21.1,8.3,0,,,
2004289,19.3,24.4,7.2,0,,,
2004290,19.1,20,9.4,0,,,
2004291,15.6,28.9,20.6,0,,,
2004292,11.9,28.9,20.6,0,,,
2004293,13.6,30.6,23.3,4,,,
2004294,13.9,32.8,22.8,0,,,
2004295,13.7,31.7,22.2,0,,,
2004296,14,31.7,18.3,0,,,
2004297,13.2,30,17.2,0,,,
2004298,12.4,30.6,20,3.5,,,
2004299,13.2,31.1,20.6,0,,,
2004300,16.3,30.6,19.4,0,,,
2004301,16.2,30.6,17.8,0,,,
2004302,16.1,28.3,21.7,0,,,
2004303,15.7,28.9,20.6,0,,,
2004304,13.8,30,20,0,,,
2004305,10.8,28.9,18.3,2.5,,,
2004306,10,25.9,10.2,0,,,
2004307,4.3,23.9,12.9,27.9,,,
2004308,8.3,24.1,14.8,0,,,
2004309,17.6,22,18,0,,,
2004310,17.5,20.7,15.5,0,,,
2004311,17.6,22.1,10.4,0,,,
2004312,16.4,25.2,10,0,,,
2004313,16.6,34.7,10.4,0,,,
2004314,15.2,25.9,13.6,0,,,
2004315,10.7,27.2,9.5,0,,,
2004316,9.1,26.6,6.9,0,,,
2004317,4.6,28.6,8.4,0,,,
2004318,2.3,22.5,16.5,0,,,
2004319,6.1,26.5,17.8,0,,,
2004320,8.4,27.3,17.3,0,,,
2004321,11.8,26.7,15.6,0,,,
2004322,9,25.2,18.5,0,,,
2004323,5.3,15,13.9,0,,,
2004324,13.5,23.5,12.6,17.5,,,
2004325,3.5,24.5,16.5,0,,,
2004326,5,20,12.1,22.9,,,
2004327,5.5,18.4,8.8,15.2,,,
2004328,6.8,20.9,9.1,3.8,,,
2004329,12.1,23.7,7.6,8.9,,,
2004330,15.4,22.5,14.2,45.7,,,
2004331,12.7,19.7,6.4,0,,,
2004332,13.8,13.8,6.9,0,,,
2004333,14.6,19.3,11.9,0,,,
2004334,8.1,22.5,13.7,6.9,,,
2004335,2.7,24.8,16.9,0,,,
2004336,12.3,22.8,2.8,0,,,
2004337,10.5,23.3,4.4,0,,,
2004338,9,18.9,2.2,0,,,
2004339,8.7,18.3,7.2,3.3,,,
2004340,3.8,21.7,13.9,1.3,,,
2004341,6.9,25.6,11.7,0,,,
2004342,12.5,21.7,8.9,5.1,,,
2004343,6.4,22.2,7.2,13.9,,,
2004344,12.2,20,4.4,21.6,,,
2004345,14.5,24.4,10,0,,,
2004346,14.3,13.3,6.1,0,,,
2004347,13.6,15,5,0,,,
2004348,11.9,20.6,10,0,,,
2004349,15,16.1,2.8,0,,,
2004350,14.8,7.2,-2.2,5.3,,,
2004351,10.7,6.7,3.3,0,,,
2004352,8.4,17.8,3.3,0,,,
2004353,14.2,15,1.7,0.1,,,
2004354,14.4,16.1,1.1,0,,,
2004355,14,13.3,-1.1,0,,,
2004356,12.2,13.9,9.4,0,,,
2004357,7.8,22.2,9.4,0,,,
2004358,6,21.7,-0.6,11.4,,,
2004359,4.5,0.6,-3.9,0,,,
2004360,2.7,1.1,-3.9,0,,,
2004361,14.3,2.8,-3.9,0,,,
2004362,14.2,11.7,-2.2,0,,,
2004363,13.9,16.1,0,0,,,
2004364,11.6,18.3,0,0,,,
2004365,8.4,22.2,6.1,0,,,
2004366,5,22.2,11.7,0,,,
2005001,5.4,21.1,13.3,0.1,,,
2005002,5.8,22.2,17.2,0,,,
2005003,11.6,18.3,16.7,0,,,
2005004,8,24.4,18.3,0,,,
2005005,7.8,23.3,16.7,1.5,,,
2005006,5.3,25.6,13.9,2,,,
2005007,6.6,13.9,11.1,18.4,,,
2005008,12.4,25,7.8,7,,,
2005009,7.9,16.7,5.6,0,,,
2005010,6.4,17.8,5.6,0,,,
2005011,8.7,19.4,13.3,1.3,,,
2005012,8.4,25.6,17.2,0,,,
2005013,1.9,25.6,13.3,0,,,
2005014,15.5,13.3,5.6,15.8,,,
2005015,14.2,13.9,2.2,0,,,
2005016,15.6,12.8,2.2,0,,,
2005017,15.7,11.7,-2.8,0,,,
2005018,11.5,9.4,-3.3,0,,,
2005019,6,8.9,-1.1,0,,,
2005020,10.3,11.1,0,0,,,
2005021,13.2,22.2,8.9,0,,,
2005022,8.2,16.1,8.9,0,,,
2005023,15.9,22.2,-2.2,0,,,
2005024,14,5.6,-2.8,0,,,
2005025,11.4,11.7,-2.2,0,,,
2005026,11.1,17.8,2.2,0,,,
2005027,7.6,22.8,4.4,0,,,
2005028,3,12.2,2.2,1.4,,,
2005029,5.6,13.9,6.7,16.9,,,
2005030,6.5,12.2,7.2,0.4,,,
2005031,2.3,9.4,6.7,0,,,
2005032,2.7,9.4,6.1,59,,,
2005033,4.4,9.5,1.4,41.1,,,
2005034,4,10.6,6.1,7.3,,,
2005035,11.9,7.8,5.6,0,,,
2005036,14.2,11.7,4.4,0,,,
2005037,5.6,16.7,4.4,0,,,
2005038,5,17.2,10.6,0,,,
2005039,8.2,18.3,15,14,,,
2005040,5.6,21.7,6.7,0.4,,,
2005041,18.6,18.9,3.3,1.3,,,
2005042,17.8,10.6,0.6,0,,,
2005043,10.6,16.1,1.7,0,,,
2005044,2.8,17.2,2.2,0,,,
2005045,17.5,17.8,10.6,15.9,,,
2005046,14,23.9,13.3,0,,,
2005047,12.2,23.9,15,0,,,
2005048,14.5,25,11.1,0,,,
2005049,12.3,25,5.6,0,,,
2005050,13.6,15.6,6.1,0,,,
2005051,8.1,20,5.6,0,,,
2005052,11.7,22.8,5.6,0,,,
2005053,12.2,20,5.6,0,,,
2005054,3.9,27.2,5.6,27.3,,,
2005055,3.3,19.4,11.1,7,,,
2005056,17.9,13.9,4.4,8.3,,,
2005057,7.1,17.2,4.4,0,,,
2005058,11.2,6.7,6.7,0.5,,,
2005059,20.2,18.9,5.6,0,,,
2005060,21.6,16.7,7.2,0,,,
2005061,7.9,17.8,6.1,5.1,,,
2005062,8.7,16.7,12.2,3.5,,,
2005063,18.9,12.8,4.4,1,,,
2005064,15.2,17.2,4.4,0,,,
2005065,8.5,21.7,12.2,0,,,
2005066,5.2,17.8,12.8,0,,,
2005067,22,21.7,10,6.3,,,
2005068,16.3,16.7,7.2,0,,,
2005069,22.9,17.2,3.9,1.9,,,
2005070,22.6,17.8,3.9,0,,,
2005071,23.6,16.7,7.2,0,,,
2005072,15.2,25.6,17.8,0,,,
2005073,18.9,26.7,8.9,0,,,
2005074,4.4,12.8,8.3,29.9,,,
2005075,4.5,15,7.8,10.8,,,
2005076,19.3,7.8,5.6,1.3,,,
2005077,23.6,14.4,3.9,0,,,
2005078,15,18.9,3.3,0,,,
2005079,10.1,23.3,11.1,0.5,,,
2005080,15.4,24.4,13.3,5.1,,,
2005081,16,23.3,13.3,0,,,
2005082,25,26.1,12.2,8.8,,,
2005083,22.7,25.6,8.9,0,,,
2005084,21.7,26.1,8.9,0,,,
2005085,6.7,25.6,12.2,0,,,
2005086,10.4,22.8,15.6,6.8,,,
2005087,25.7,17.2,8.3,0,,,
2005088,21.7,21.1,7.8,0,,,
2005089,5.7,23.9,7.8,13.9,,,
2005090,7.5,21.7,20,1.9,,,
2005091,18.5,23.9,17.8,9,,,
2005092,27.1,21.7,9.4,0,,,
2005093,26.1,21.1,8.3,0,,,
2005094,17,21.7,8.3,0,,,
2005095,13.6,23.3,10.6,0,,,
2005096,16,26.1,16.1,0.3,,,
2005097,18.7,28.9,13.9,0.3,,,
2005098,21.1,22.8,15,0,,,
2005099,24,23.9,12.8,0,,,
2005100,15.9,26.7,15,0,,,
2005101,6.8,26.7,13.3,0,,,
2005102,28,25.6,5,38.1,,,
2005103,27.6,25.6,9.4,0,,,
2005104,22.7,23.9,9.4,0,,,
2005105,23.4,21.1,13.9,0,,,
2005106,25.4,24.4,11.7,0,,,
2005107,25.8,28.3,12.8,0,,,
2005108,15.5,24.4,12.2,0,,,
2005109,17.6,26.7,13.9,0,,,
2005110,23.5,26.7,17.2,0,,,
2005111,21.9,29.4,11.1,0,,,
2005112,21.5,29.4,16.7,0,,,
2005113,27.3,29.4,16.1,0,,,
2005114,29.2,21.7,9.4,0,,,
2005115,5.9,21.1,12.8,0,,,
2005116,22,17.2,12.2,5.7,,,
2005117,28.9,26.7,8.9,0,,,
2005118,27.6,26.7,15,0,,,
2005119,19.3,30,8.9,0,,,
2005120,8.5,30,17.8,5.1,,,
2005121,29.4,25.6,10,13.2,,,
2005122,28,23.3,9.4,0,,,
2005123,25.7,25.6,11.7,12.4,,,
2005124,18.4,23.3,11.7,0,,,
2005125,29.1,22.2,12.8,0,,,
2005126,28.8,21.7,10,0,,,
2005127,25.9,27.8,11.1,0,,,
2005128,21.1,29.4,11.1,0,,,
2005129,14.8,29.4,13.3,0,,,
2005130,26.2,26.7,16.7,5.1,,,
2005131,26.6,31.1,16.7,0,,,
2005132,25.8,31.1,18.3,0,,,
2005133,18.6,33.3,17.8,0.3,,,
2005134,17.8,30,19.4,0,,,
2005135,24.4,30,18.3,0,,,
2005136,28.9,28.9,16.7,0,,,
2005137,25,27.8,15,0,,,
2005138,24.4,30,15,0,,,
2005139,24.4,31.7,18.9,0.4,,,
2005140,26.4,32.8,19.4,0,,,
2005141,27.9,33.3,19.4,0,,,
2005142,28.4,33.3,19.4,0,,,
2005143,26.8,35,18.3,0,,,
2005144,26.1,36.1,23.9,0,,,
2005145,19.8,35.6,22.2,0,,,
2005146,26.7,30.6,20,0,,,
2005147,23.9,20,19.4,0,,,
2005148,19.5,33.3,19.4,0,,,
2005149,14.3,33.3,19.4,6.3,,,
2005150,11.9,28.9,18.9,44.5,,,
2005151,12.8,26.7,18.9,5.1,,,
2005152,13.9,25.6,19.4,9.9,,,
2005153,25.8,27.2,18.9,0,,,
2005154,25.8,31.7,20,0,,,
2005155,27.2,33.9,20.6,0,,,
2005156,20.1,34.4,21.7,0,,,
2005157,16.9,33.9,21.7,1.9,,,
2005158,21.7,32.8,21.1,14.6,,,
2005159,22.8,32.2,21.7,4.5,,,
2005160,22.9,33.3,21.7,7.3,,,
2005161,24.9,32.8,21.7,0.5,,,
2005162,24.4,34.4,21.7,1.5,,,
2005163,27.9,29.4,20.6,0,,,
2005164,25.6,32.2,20.6,0,,,
2005165,25.8,35,23.3,0,,,
2005166,25.1,35.6,23.9,0,,,
2005167,22.9,36.1,23.9,0,,,
2005168,18.8,35.6,20.6,5,,,
2005169,19.6,31.7,20.6,2.6,,,
2005170,28,30,19.4,0,,,
2005171,26.4,30.6,20,0,,,
2005172,25.6,31.7,18.9,0,,,
2005173,25.6,32.8,20.6,0,,,
2005174,24.4,33.3,21.7,0,,,
2005175,24.5,34.4,21.1,3.5,,,
2005176,22.7,33.9,21.7,0,,,
2005177,25,33.9,22.2,0,,,
2005178,23.7,34.4,21.7,0,,,
2005179,24.7,32.8,21.7,0,,,
2005180,24.9,34.4,22.2,0,,,
2005181,24.6,35.6,23.3,0,,,
2005182,22.5,35.6,23.9,0,,,
2005183,22.4,35.6,22.8,0.3,,,
2005184,22.1,35.6,21.7,0,,,
2005185,23.9,36.1,21.7,0,,,
2005186,19.2,35.6,21.7,12.7,,,
2005187,26.8,31.1,22.8,0,,,
2005188,21.7,32.2,22.8,0,,,
2005189,21.1,32.8,22.2,0,,,
2005190,24.9,33.9,21.7,2.5,,,
2005191,19.3,36.1,21.7,2.8,,,
2005192,27.7,30,21.7,0,,,
2005193,23,36.1,23.9,0,,,
2005194,21.8,35.6,23.9,0,,,
2005195,10.3,33.9,22.8,0,,,
2005196,13.4,27.2,22.8,34.3,,,
2005197,17.8,28.9,23.9,0.8,,,
2005198,19.1,33.3,23.9,1.3,,,
2005199,25.4,33.9,23.9,15.2,,,
2005200,23.5,34.4,23.9,1.3,,,
2005201,23.4,34.4,23.9,0,,,
2005202,24.2,34.4,24.4,3.8,,,
2005203,21.6,35,23.3,0,,,
2005204,24.1,34.4,22.8,0,,,
2005205,20.9,33.9,24.4,2.5,,,
2005206,23.1,35.6,23.3,0,,,
2005207,23.4,35.6,23.3,0,,,
2005208,20.9,35.6,23.9,0,,,
2005209,24,35.6,24.4,0,,,
2005210,22.9,35.6,24.4,1.5,,,
2005211,24.6,32.2,22.2,0,,,
2005212,23.2,33.3,22.2,0,,,
2005213,22.2,35,22.8,31.8,,,
2005214,17.3,33.9,22.8,0,,,
2005215,16.4,31.7,22.8,0,,,
2005216,17.6,33.9,22.8,5.1,,,
2005217,23,32.8,21.7,0.3,,,
2005218,24.3,32.8,21.1,0,,,
2005219,22.6,33.3,21.1,0,,,
2005220,19.6,33.9,22.2,0,,,
2005221,21.8,34.4,22.2,0,,,
2005222,23.9,34.4,23.3,0,,,
2005223,20.4,34.4,22.8,0,,,
2005224,20.9,33.9,22.8,19.8,,,
2005225,19.6,35,22.8,0,,,
2005226,18.9,36.1,22.8,0,,,
2005227,19.7,36.7,22.8,0,,,
2005228,25.7,37.2,22.2,0,,,
2005229,24.2,35,22.2,0,,,
2005230,21.2,36.1,23.9,0,,,
2005231,21.7,36.1,23.9,0,,,
2005232,23.9,37.2,24.4,0,,,
2005233,14.9,37.2,24.4,0,,,
2005234,20.2,34.4,23.3,14.7,,,
2005235,21.8,33.9,23.3,0,,,
2005236,22.1,36.1,22.8,0,,,
2005237,20.9,36.7,23.9,0,,,
2005238,20.8,36.1,22.8,2,,,
2005239,22.5,35,25,4.1,,,
2005240,20.5,36.1,24.4,0,,,
2005241,5.9,35,23.9,2,,,
2005242,23,27.2,23.9,44.5,,,
2005243,21.6,33.9,22.2,0,,,
2005244,18.7,34.4,24.4,0,,,
2005245,22.6,33.9,22.8,0,,,
2005246,22.8,35,21.7,0,,,
2005247,25.3,32.5,24.1,0,,,
2005248,20.1,33.3,21.7,0,,,
2005249,24.3,33.9,21.7,0,,,
2005250,23.7,31.7,21.7,0,,,
2005251,22,33.9,21.7,0,,,
2005252,22.2,33.3,21.1,0,,,
2005253,20.6,33.3,21.1,0,,,
2005254,22.3,33.9,21.1,0,,,
2005255,23.3,34.4,18.9,0,,,
2005256,22.5,33.9,18.9,0,,,
2005257,18.6,33.9,20,0,,,
2005258,19.8,36.1,22.2,0,,,
2005259,18,36.7,23.9,0,,,
2005260,16.1,34.4,22.2,0,,,
